tract_id,median_income,median_house_value,pct_higher_edu,pct_favorable_occs
Census Tract 1201,65000.0,246300.0,18.435660218671153,
Census Tract 1202,45734.0,237000.0,8.458072954512426,
Census Tract 1251,72243.0,268400.0,15.387903398162,
Census Tract 1252,57002.0,300000.0,14.769895331450408,
Census Tract 1253,49291.0,262800.0,11.33428981348637,
Census Tract 1254,43158.0,236700.0,12.668743509865005,
Census Tract 1301.01,58102.0,277100.0,14.353671147880043,
Census Tract 1301.02,73576.0,266000.0,15.505830444374407,
Census Tract 1302,84161.0,331500.0,19.72724010049049,
Census Tract 1401,42292.0,227500.0,47.52421959095802,
Census Tract 1402,13120.0,304500.0,3.696622052262587,
Census Tract 1403,36065.0,215900.0,7.698476343223737,
Census Tract 1404,30052.0,189500.0,4.110448697834954,
Census Tract 1405,36074.0,158200.0,3.226752713405691,
Census Tract 1406,28857.0,169100.0,3.7652713799319044,
Census Tract 1407,25223.0,280000.0,24.56575682382134,
Census Tract 1408,35106.0,188700.0,8.900643974241031,
Census Tract 1409,39797.0,301200.0,16.498662826578894,
Census Tract 1410,66954.0,343300.0,48.13169584530964,
Census Tract 1411,89258.0,269800.0,40.22140221402214,
Census Tract 1412,42093.0,201500.0,12.96260786193672,
Census Tract 1413,29223.0,191600.0,11.526794742163801,
Census Tract 1414,49730.0,257600.0,18.904488827368006,
Census Tract 1415,31089.0,170100.0,4.69241773962804,
Census Tract 1416,29107.0,152100.0,10.077519379844961,
Census Tract 1418,52646.0,387100.0,50.83333333333333,
Census Tract 1419,62512.0,460200.0,61.93571052169331,
Census Tract 1420,43312.0,496900.0,59.189109203906476,
Census Tract 1421,34524.0,265000.0,19.937205651491364,
Census Tract 1422,55529.0,276400.0,54.01106500691563,
Census Tract 1423,31773.0,182400.0,6.6237350505979755,
Census Tract 1424,32328.0,154800.0,5.784436121514773,
Census Tract 1425,29303.0,229100.0,5.932203389830509,
Census Tract 1426.01,42134.0,187100.0,10.148308615230794,
Census Tract 1426.03,19152.0,211600.0,12.415472004327833,
Census Tract 1426.04,41452.0,189600.0,15.44811320754717,
Census Tract 1427,51115.0,216400.0,10.654079568442347,
Census Tract 1428,73273.0,252800.0,25.181159420289855,
Census Tract 1501,68125.0,340200.0,28.636581853096494,
Census Tract 1502,65994.0,285100.0,30.926916221033867,
Census Tract 1503,67176.0,284300.0,17.528806079921548,
Census Tract 1504,59591.0,299800.0,30.228719641593965,
Census Tract 1505,73615.0,309700.0,23.401717557251906,
